sample_role,parent_asin,proposed_device_type,source_domains,main_category,title,categories_evidence,limited_metadata_evidence,original_exclusion_reason,exclusion_gate_categories,supporting_metadata_fields,matched_device_terms,matched_smart_terms,proposed_decision,confidence,audit_label,audit_notes,draft_version,sampling_rank
recovery_candidate,B0C7TLDBQT,smart_bulb,Electronics,Camera & Photo,"GULZIIYA Wireless WiFi Light Bulb Camera 1080P Outdoor, 2023 New Upgrade 360° Indoor Socket Security Cameras for Home Security with 2-Way Audio, Real-time Motion Detection, Color Night Vision",Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras,"categories: Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras | features: [Wireless and Easy To Install]: This light bulb camera works with E27 light socket. Just insert and screw it into the light socket, Then use the mobile phone to download the APP, and use the APP to help the camera connect to the WIFI. connect with App and you are done!The camera support cloud storage and 8-128GB Micro SD card storage . ( Camera do not come with SD card ) [1080P Full HD & Color Night Vision]: 1080P HD… | details: Best Sellers Rank Dome Surveillance Cameras 274 Brand GULZIIYA Connectivity Technology Wired Country of Origin China Date First Available December 18, 2022 Indoor/",smart_bulb:wrong_product:bulb camera|smart_bulb:wrong_product:camera|smart_bulb:wrong_product:cameras|smart_bulb:wrong_product:light bulb camera|smart_plug:approved_identity_phrase_absent|smart_plug:wrong_product:camera|smart_plug:wrong_product:cameras,multi-type conflict|wrong_product,title|features,bulb|e27|light bulb,wi fi|wifi,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,0ff05b78d377f96b1951da1cdd93474d4345c5eda3a059d1382ebfbd174c726f
recovery_candidate,B06Y2KBHDK,smart_bulb,Home_and_Kitchen,Amazon Home,"1000W DE Fixture, Dimmable Double Ended Complete Fixture for Grow Lights, XTRAHYDRO Kits for Indoor Plants, HPS MH Supported (1000 Watt)",,"features: … socket to get more economy and safety. Stiable for high efficiency DE MH/HPS lamp Warranty : Free replacement within 3 years for ballast; 1 year for bulb and reflector | description: … Input power grid frequency : 50 / 60 HZ Input rated voltage: 220/240 VAC Power factor : >0.97 Efficiency : >94% THD: ≤10% ★★★Features★★★ Output protection function : Open/short circuit protection, bulb faulty protection, bulb aging protection (bulb aging caused by lamp voltage abnormally high) Soft starter technology : The ballast has soft start function when starting, this can reduce the impact of power surge, soft… | details: Brand XTRAHYDRO Color White Indoor/Outdoor Usage Indoor Is Discontinued",smart_bulb:approved_identity_phrase_absent|smart_bulb:identity_not_in_title_or_categories|smart_plug:approved_identity_phrase_absent|smart_plug:identity_not_in_title_or_categories,approved_identity_phrase_absent|identity_not_in_title_or_categories|multi-type conflict,features|description,bulb,,exclude,low,insufficient_evidence,Bulb identity is not explicit in title/categories.,w3-v1.4.0-draft,1012bfa9d773644a35f5b72ced0122a03201a6498b5818095cca846e81a073f6
recovery_candidate,B08K4HCK11,smart_bulb,Electronics,Amazon Devices,Echo (4th Gen) | Charcoal with Sengled Bluetooth bulb | Alexa smart home starter kit,,"features: This bundle contains Echo (4th Gen) Charcoal and Sengled Bluetooth bulb. Control your lights without getting up - Use your voice to control your smart light bulb by saying, ""Alexa, turn on the lights"" for a hands free experience. Simple to set up and use - To set up your bulb, plug in and set up your Echo device, plug in your bulb, and ask, “Alexa, discover my devices."" Use your voice to name your bulb and begin usin…",smart_bulb:approved_identity_phrase_absent|smart_bulb:wrong_product:echo|smart_plug:approved_identity_phrase_absent|smart_plug:identity_not_in_title_or_categories|smart_plug:wrong_product:echo|smart_plug:wrong_product:starter kit,approved_identity_phrase_absent|multi-type conflict|wrong_product,title|features,bulb|light bulb,alexa|bluetooth|sengled|smart home|smart_near_bulb,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,108ed779cb3bd139362621a66359763425b2903f412957c06f6b44b4a16422ef
recovery_candidate,B0BHWJKLKH,smart_bulb,Electronics,Camera & Photo,"SYMYNELEC Light Bulb Security Camera Wireless, 2.4GHz WiFi 1080P Smart Home Surveillance Camera with Floodlight Night Vision Human Motion Detection Alarm Remote Access Easy Installation Indoor",Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras,"categories: Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras | details: …ELEC Date First Available October 29, 2022 Item Dimensions LxWxH 3 x 3 x 5.9 inches Item Weight 8.8 ounces Item model number 2.4GHz Wireless WiFi Security Camera Manufacturer SYMYNELEC Number of Items 1 Product Dimensions 3 x 3 x 5.9 inches",smart_bulb:approved_identity_phrase_absent|smart_bulb:wrong_product:camera|smart_bulb:wrong_product:cameras|smart_bulb:wrong_product:security camera,approved_identity_phrase_absent|wrong_product,title|details,bulb|light bulb,smart home|wi fi|wifi,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,10a5f9e3de6189a4e60e86c556b39a71de5872958f7157d83c02d95b465d76d3
recovery_candidate,B08ZNDHWKB,smart_bulb,Electronics,Camera & Photo,Sokani X25 RGB LED Tube with APP Control Bi-Color 2800K-10000K Full Color Dimming Rechargeable Battery OLED Display Light Stick for YouTube Tiktok Video (60cm),Electronics Camera & Photo Lighting & Studio Lighting Continuous Output Lighting,"categories: Electronics Camera & Photo Lighting & Studio Lighting Continuous Output Lighting | features: 🎄Sokani X25 V2 RGB LED Video Light Wand Stick with APP Control for Video Photography Painting with Full Color Dimming Bi-Color 2800K-10000K Rechargeable Battery OLED Display for YouTube Tiktok TIK Tok 🎄【Build-in Battery】：Build-in 3000mAh battery, use the RGB tube light in studio or outdoor freely. 🎄【Wide Range CCT,2800K - 10000K】：Wide Range CCT from 2800K tungsten to 6500K daylight as key, fill or rim light for film,… | details: Batteries 1 Lithium Ion batteries required. (included) Best Sellers Rank Continuous Output Lighting 91 Brand Sokani Date First Available March 22, 2021 Hardware I",smart_bulb:approved_identity_phrase_absent|smart_bulb:identity_not_in_title_or_categories|smart_bulb:wrong_product:camera,approved_identity_phrase_absent|identity_not_in_title_or_categories|wrong_product,title|features,bulb,app control,exclude,low,insufficient_evidence,Bulb identity is not explicit in title/categories.,w3-v1.4.0-draft,10c41c082d18f0f611ed1cce273ad85273d1c34357ed288e7514d8d7fc42593f
recovery_candidate,B0BJ2WHSB1,smart_bulb,Electronics,Camera & Photo,"Safecam 360°Panoramic Security Camera Wireless Outdoor,Keilini Light Bulb Security Camera HD 1080P Wireless Light Socket Smart Cameras for Home Security,Motion Detection,Two-Way Audio (2Pcs)",Electronics Camera & Photo Video Surveillance Surveillance Cameras Bullet Cameras,"categories: Electronics Camera & Photo Video Surveillance Surveillance Cameras Bullet Cameras | features: [Wireless and Easy To Install] This camera can be installed using a normal E27 bulb base(110V~240V),Then use the mobile phone to download the APP, and use the APP to help the bulb camera connect to the WIFI. No other operations are required. Note that it takes about 40s to connect the bulb camera for the first time. [1080P and Intelligent Night Vision] Light Bulb Security Camera Outdoor Wifi 1080P HD Bulb Security Ca… | details: Best Sellers Rank Bullet Surveillance Cameras 1193 Brand DeesGames Connectivity Technology Wireless Date First Available October 13, 2022 Department Unisex Adult",smart_bulb:approved_identity_phrase_absent|smart_bulb:wrong_product:camera|smart_bulb:wrong_product:cameras|smart_bulb:wrong_product:security camera|smart_plug:approved_identity_phrase_absent|smart_plug:wrong_product:camera|smart_plug:wrong_product:cameras|smart_plug:wrong_product:security camera,approved_identity_phrase_absent|multi-type conflict|wrong_product,title|features,bulb|e27|light bulb,wi fi|wifi,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,10e27e76866c262e08c99a772cc06d8c215b1b6e8e73b61c33b38cf9dd414446
recovery_candidate,B0BM3ZFPN8,smart_bulb,Electronics,Camera & Photo,"3PACK Light Socket Security Camera,Light BuLB WiFi Outdoor,Light Camera for Home Security Camera with Motion Detection, Two-Way Audio, Color Night Vision,Auto Tracking,2.4G WiFi",Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras,"categories: Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras | features: 【Wireless &Easy Installation】This light bulb security camera only needs to be directly installed in a light socket (110V~240V), and use the mobile phone to download the APP""CloudEye"" on IOS or EseeCloud on Android devices. No other operations are required. (Notes: Only work with 2.4G WiFi,5G WiFi is not supported). 【1080P FHD&Color night vision】Equipped with a high-resolution sensor to provide you with clear vision w… | details: Best Sellers Rank Dome Surveillance Cameras 2492 Brand VAKATAKA Connectivity Technology Wireless Date First Available November 11, 2022 Indoor/Outdoor Usage Outdoo",smart_bulb:approved_identity_phrase_absent|smart_bulb:wrong_product:camera|smart_bulb:wrong_product:cameras|smart_bulb:wrong_product:security camera|smart_plug:approved_identity_phrase_absent|smart_plug:wrong_product:camera|smart_plug:wrong_product:cameras|smart_plug:wrong_product:security camera,approved_identity_phrase_absent|multi-type conflict|wrong_product,title|features,bulb|light bulb,wi fi|wifi,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,10e3611350649abd920301f461172514bf2cbb2dd5a85e2dc2e72de6ec91ae95
recovery_candidate,B06X194RV1,smart_bulb,Home_and_Kitchen,Tools & Home Improvement,3D Lamp 7 Color Change Powered by USB or Batteries Breathing Light with Smart Touch Button Desk Table Night Light Easy Operation More Convenient Best Gift.(Whale),Home & Kitchen Home Décor Products Kids' Room Décor Lamps & Lighting,"categories: Home & Kitchen Home Décor Products Kids' Room Décor Lamps & Lighting | features: …and 1 flashing color mode.(The first seven times for monochromatic change,the eighth times for automatically seven colors change) ULTRA LONG LIFE BULB：durable base in which there are 9 LED beads,2700k light temperature, powered by 5V USB Cable connected to PC or your home adaptor,this make it more energe saving.Power spend: 0.012kw.h/24 hours, LED life span: 10000hours SAFETY GUARANTEE：Temperature protection; short c… | description: Product parameters: 1. led life: 10000 hours2. Output power: 0.012kw.h / 24 hours3. Power supply: USB cable or 3 AA batteries (5 batteries)4. Input voltage: 4.5-5v5. Out",smart_bulb:approved_identity_phrase_absent|smart_bulb:identity_not_in_title_or_categories,approved_identity_phrase_absent|identity_not_in_title_or_categories,features,bulb,,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,10f06d971c60fd8f693a73caeec9f1cce7461f193a7ec3c80016431d528119aa
recovery_candidate,B0BZKN9B3T,smart_bulb,Home_and_Kitchen,,"FIOHOME 22.8""x 18.1"" Vanity Mirror Makeup Mirror with Lights,10X Large Hollywood Lighted Vanity Mirror with 15 Dimmable LED Bulbs,3 Color Modes,Touch Control for Bedroom,Tabletop or Wall-Mounted",Home & Kitchen Bath Bathroom Accessories Bathroom Mirrors Wall-Mounted Vanity Mirrors,"categories: Home & Kitchen Bath Bathroom Accessories Bathroom Mirrors Wall-Mounted Vanity Mirrors | features: 【Ajustable Brightness & 3 colors Lights】: FIOHOME Hollywood lighted vanity mirror surrounded by 15pc LED bulbs,with warm liht/day light /cold light three-tone settings,Ajustable brightnees is meet to your personal makeup requriement. 【Large Size & USB outlet】: FIOHOME large hollywood makeup mirror has a perfect large size（22.8""x 18.1""）,It's large enough to show your makeup, suitable for dresser and bedroom.USB charge… | description: FIOHOME Large Hollywood Vanity Mirror, Vanity Mirror with 10x Lens, Dimmble Led Bulb, 3 Color Light Modes. Dream Vanity Mirror: The Hollywood vanity mirr",smart_bulb:approved_identity_phrase_absent|smart_bulb:identity_not_in_title_or_categories|smart_plug:approved_identity_phrase_absent|smart_plug:identity_not_in_title_or_categories,approved_identity_phrase_absent|identity_not_in_title_or_categories|multi-type conflict,title|features|description,bulb|bulbs|led bulb,,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,10f0c1b96a215f353ac0a46e2deedc0da4c2ffdba13ca8a40b0e6f6d7762d946
recovery_candidate,B09XM5YR8L,smart_bulb,Electronics,Camera & Photo,"Aputure LS 600D,Aputure 600D Light Storm LED Light Daylight 5600K 600W Power,100,000Lux @1m with Lighting FX,Support App Control",Electronics Camera & Photo Lighting & Studio Lighting Continuous Output Lighting,"categories: Electronics Camera & Photo Lighting & Studio Lighting Continuous Output Lighting | features: …yoke with 360° rotation.Dual Junior/Baby Pin for easy mounting.Separate control box for a lighter lamp head Multiple control methods: 2.4 GHz remote, Sidus Link, Bluetooth App control, built-in wireless DMX, Art net, Ethernet, 5-pin DMX512 In and Out 4 Dimming Curves: Linear, Exponential, Log, S-Curve.8 Built-in Lighting FX: Paparazzi, Fireworks, Lightning, Faulty Bulb, TV, Pulsing, Strobe, and Explosion | details: Best Sellers Rank Continuous Output Lighting 510 Country of Origin China Date First Available April 14, 2022 Item Weight 36.5 pounds Item model number HS2022041101LS600D Manuf",smart_bulb:approved_identity_phrase_absent|smart_bulb:identity_not_in_title_or_categories|smart_bulb:wrong_product:camera,approved_identity_phrase_absent|identity_not_in_title_or_categories|wrong_product,title|features,bulb,app control|bluetooth,exclude,low,insufficient_evidence,Bulb identity is not explicit in title/categories.,w3-v1.4.0-draft,1110b4fa1f4e70194f1313ef38d534ec4e6478a74fc859351511c6ba05d69811
recovery_candidate,B09L5WGH79,smart_bulb,Electronics,Camera & Photo,"XVIM 2.4GHz WiFi Camera, Wireless Light Bulb Security Camera, Remote Access, 2-Way Audio, Night Vision & Live Alarm",Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras,"categories: Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras | features: [Wireless Connection & Easy Installation] - This wireless camera supports 2.4Ghz WiFi (5Ghz WiFi is not supported). With a normal base, it can be installs easily and quickly. [1080P HD & Full Color Night Vision] - The wireless camera has 1080P HD resolution, providing clear and smooth live video and 360 panoramic views. Full Color night vision to view your home at any time. [Pan/Tilt Capacity & 2-Way Audio] - XVIM wi… | description: Easy wireless connection and installationThe wireless WIFI camera supports 2.4G WiFi (5G WiFi is not supported). You only need to connect the camera system to ",smart_bulb:approved_identity_phrase_absent|smart_bulb:wrong_product:camera|smart_bulb:wrong_product:cameras|smart_bulb:wrong_product:security camera,approved_identity_phrase_absent|wrong_product,title|features|description,bulb|e27|light bulb,wi fi|wifi,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,111e6b8a1055e9a5655a2f11200bc359f2546e29bea2fe6b28e20e1f296e991d
recovery_candidate,B08G85YDQY,smart_bulb,Electronics,Camera & Photo,"GVM RGB Led Video Light with 2 Softboxes, Photography Lighting Kit with Bluetooth Control, Dimmable Led Panel of LCD Screen, 360 Degree Full Color Studio Lights, 8 Kinds of The Scene Lights, CRI 97+",Electronics Camera & Photo Lighting & Studio Lighting Continuous Output Lighting,"categories: Electronics Camera & Photo Lighting & Studio Lighting Continuous Output Lighting | features: Built-in Applicable 8 kind of Scenes Modes: Including Lightning, Police car, Candlelight, TV, Bad light bulb, Party, Disco, Paparazzi. The RGB video light can meet your different needs in different situation. Rgb led light can be adjusted quickly according to your needs, enrich your shooting environment, Improve your shooting efficiency and work effect. Quick brightness adjustment at 0%, 1%, 25%, 50%, 75%, 100% by th… | details: Best Sellers Rank Continuous Output Lighting 1749 Brand GVM Great Video Maker Connectivity Technology Bluetooth Date First Available March 26, 2021 Hardware Inter",smart_bulb:approved_identity_phrase_absent|smart_bulb:identity_not_in_title_or_categories|smart_bulb:wrong_product:camera,approved_identity_phrase_absent|identity_not_in_title_or_categories|wrong_product,features,bulb|light bulb,bluetooth,exclude,low,insufficient_evidence,Bulb identity is not explicit in title/categories.,w3-v1.4.0-draft,114626117defd43a92ac479d90f7142a1c514a96f1ecf9b9b2cc64ecfc8d8e88
recovery_candidate,B0BRRYVGMV,smart_bulb,Electronics,Camera & Photo,"2 Pack 3MP Light Bulb Security Camera for Home Security, 360° WiFi Smart Light Socket Security Camera Outdoor Wireless, Lightbulb Camera with Motion Detection , Two Way Talk, Works with Alexa (2Pack)",Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras,"categories: Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras | features: 💡【3MP HD & Clear Night Vision】- 3MP surveillance light bulb security camera is able to provide clearer and more detailed images, which helps you get rid of blurred image quality. The WiFi Pan Tilt Camera Upgrade Hd Night Vision Function, and the infrared night vision and white light night vision can be switched freely, camera light bulb You Can See Clear Images Even In Complete Darkness.Only supports 2.4Ghz WiFi (5Gh… | details: Best Sellers Rank Dome Surveillance Cameras 2048 Country of Origin USA Date First Available January 6, 2023 Item Weight 1.33 pounds Manufacturer rohxizw Package Di",smart_bulb:approved_identity_phrase_absent|smart_bulb:wrong_product:camera|smart_bulb:wrong_product:cameras|smart_bulb:wrong_product:security camera|smart_plug:approved_identity_phrase_absent|smart_plug:wrong_product:camera|smart_plug:wrong_product:cameras|smart_plug:wrong_product:security camera,approved_identity_phrase_absent|multi-type conflict|wrong_product,title|features,bulb|light bulb,alexa|wi fi|wifi,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,1147e4cb7de91158fe295f61a125a2edc10fb12dd8b80cd6d3e557bcfb20682d
recovery_candidate,B08ND968F2,smart_bulb,Electronics,Camera & Photo,"Amaran 200x Bi-Color LED Video Light, 200W 2700-6500k 51600lux@1m Bluetooth App Control 9 Built-in Lighting Effects DC/AC Power Supply, Made by Aputure",Electronics Camera & Photo Lighting & Studio Lighting Continuous Output Lighting,"categories: Electronics Camera & Photo Lighting & Studio Lighting Continuous Output Lighting | features: …tional daylight (D55). 🏆【9 Pre-programmed Lighting Effects】: Aputure Amaran 200x features 9 lighting effect modes, such as paparazzi, fireworks, lightning, faulty bulb, TV, breath, flash, explosion, fire. Brightness 0-100% adjustable, providing more choices. 🏆【Dual Control Methods】: The Aputure 200x support 2.4G 100m Sidus Link App Remote Control via Bluetooth, to control all kinds of light effect, brightness, freque… | details: Best Sellers Rank Continuous Output Lighting 304 Brand Aputure Connectivity Technology Bluetooth, Radio Frequency Date First Available November 13, 2020 Hardware",smart_bulb:approved_identity_phrase_absent|smart_bulb:identity_not_in_title_or_categories|smart_bulb:wrong_product:camera,approved_identity_phrase_absent|identity_not_in_title_or_categories|wrong_product,title|features,bulb,app control|bluetooth,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,11893a3925dbb0e3f588b63fe58c5d17fa4cde454b9aa42b0ae60d6f1b00edd5
recovery_candidate,B09B5DKSPY,smart_bulb,Home_and_Kitchen,Tools & Home Improvement,"Raycare 12 Pcs Christmas Window Candles with 6 Hour Timer with Suction Cups, Double Brightness Flameless Taper Candle Battery Operated, LED Candle Sticks for Window Christmas Holiday Decoration",Home & Kitchen Home Décor Products Candles & Holders Candles Taper Candles,"categories: Home & Kitchen Home Décor Products Candles & Holders Candles Taper Candles | features: …n cups, with simple installation you can bring these super bright candles home. Double Times Super Bright: Extra big led bead, crystal shape lamp bulb, and 2 AA batteries powered (not included) make these plastic candle sticks have double times brightness as others, and magical crystal clear halo affections, shine enough to see even across the road. 6-Hours Smart Timer: All electric window candles have a built-in 6 h… | description: Raycare 12 Pcs Christmas Window Candles with 6 Hour Timer with Suction Cups, Double Brightness Flameless Taper Candle Battery Operated, LED Candle Sticks for Windo",smart_bulb:approved_identity_phrase_absent|smart_bulb:identity_not_in_title_or_categories,approved_identity_phrase_absent|identity_not_in_title_or_categories,features|details,bulb,,exclude,low,insufficient_evidence,Bulb identity is not explicit in title/categories.,w3-v1.4.0-draft,12439ccf46ed3c8d979d7aecdc34237b5636cdbff8684862042ca547dec1b1b4
recovery_candidate,B003DKG3V4,smart_bulb,Home_and_Kitchen,Tools & Home Improvement,"GE Lighting 76458 Energy Smart LED 2.5-Watt (15-watt replacement) 80-Lumen A15 Light Bulb with Medium Base, 1-Pack",Home & Kitchen Seasonal Décor Seasonal Lighting Indoor String Lights,"categories: Home & Kitchen Seasonal Décor Seasonal Lighting Indoor String Lights | features: … significant energy savings, a long useful life up to 50,000 hours General Purpose/Ceiling Fan Perfect for residential or commercial use LED2A15C / TP | description: From the Manufacturer GE 76458 Energy Smart Led General Purpose/Ceiling Fan Clear A15 2.5-Watt . Light Emitting Diodes (LEDs) were invented by GE scientists in the 1960s and are cutting edge, energy efficient. GE LED Systems are designed for reliability and validated in one of the world's leading reliability laboratories. Rigorous test protocols used at system, sub system and component levels. 10 years experience in …",smart_bulb:approved_identity_phrase_absent|smart_bulb:wrong_product:energy smart,approved_identity_phrase_absent|wrong_product,title|description|details,a15|bulb|light bulb,,exclude,high,accessory,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,125b1e7b2c942017ebb926e2d478af969a834c86f151dc96aa474782616c94c9
recovery_candidate,B07ZCYMS3V,smart_bulb,Electronics,Camera & Photo,"GVM RGB LED Video Light, Photography Lighting with APP Control, 800D Video Lighting Kit for YouTube Studio, 2 Packs Led Panel Light for Gaming, Streaming, Conference, 8 Kinds of Scene Lights, CRI 97",Electronics Camera & Photo Lighting & Studio Lighting Continuous Output Lighting,"categories: Electronics Camera & Photo Lighting & Studio Lighting Continuous Output Lighting | features: …ht simulate 8 kinds of the scene lights. It enrich your shooting environment, including TV, Candle, Cop Car, Lightning, Paparazzi, Disco, Party, Bad bulb. Two output ways: The first mode is where the color temperature is between 3200K and 5600K. The second mode which allows you to adjust the hue output and color saturation of red, green and blue from 0% to 100%. which means you can quickly match the current ambient w… | description: GVM RGB LED Video Light, Photography Lighting with APP Control, 800D Video Lighting Kit for YouTube Studio, 2 Packs Led Panel Light, 3200K-5600K, 8 Kinds of ",smart_bulb:approved_identity_phrase_absent|smart_bulb:identity_not_in_title_or_categories|smart_bulb:wrong_product:camera,approved_identity_phrase_absent|identity_not_in_title_or_categories|wrong_product,title|features|description,bulb,app control|bluetooth,exclude,low,insufficient_evidence,Bulb identity is not explicit in title/categories.,w3-v1.4.0-draft,126cd547b3036342c7434743c6464065ad30b1c44d4a2502cdef3446f5937968
recovery_candidate,B09T38WYPY,smart_bulb,Electronics,Camera & Photo,"Godox LA200Bi Bicolor LED Video Light, 210W 2800K-6500K 79200Lux Bowens Mount Led Light, CRI 96+ 11 FX Effect 0-100% Dimming, APP Control, for Film Shooting, Wedding, TV Interviews",Electronics Camera & Photo Lighting & Studio Lighting Continuous Output Lighting,"categories: Electronics Camera & Photo Lighting & Studio Lighting Continuous Output Lighting | features: …. 【Built-in 11 FX Special Effects】 LA200Bi studio video light can simulate the lighting effects of Flash1, Flash 2, Flash 3, Storm 1, Storm 2, Storm 3, TV, broken bulb, Candle, Fire and Firework, it has 3 more lighting effects than LA200D. 【Compact and Lightweight】 8.1*5.7*8.5 inch, 3 lb. The LA200Bi portable studio light is convenient for quick installation and transportation. It saves you time and effort shooting a… | details: …t Sellers Rank Continuous Output Lighting 1695 Brand GODOX Country of Origin China Date First Available February 22, 2022 Hardware Interface Bluetooth Has Self-",smart_bulb:approved_identity_phrase_absent|smart_bulb:identity_not_in_title_or_categories|smart_bulb:wrong_product:camera,approved_identity_phrase_absent|identity_not_in_title_or_categories|wrong_product,title|features,bulb,app control|bluetooth,exclude,high,accessory,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,1280efd902aea55cb802a7bd04710d4a11d6509125b5b30fd2bcf5268a4508ba
recovery_candidate,B08F8QQ7HF,smart_bulb,Electronics,Amazon Devices,Echo Dot (3rd Gen) - Smart speaker with Alexa - Heather Gray Sengled Bluetooth bulb,,"features: This bundle contains Echo Dot (3rd gen) and Sengled Smart Bulb – everything you need to start your smart home. Echo Dot is our most popular voice-controlled speaker, now with improved sound and a new design. Simple to set up and use - To set up your free bulb, plug in and set up your Echo device, plug in your bulb, and ask, “Alexa, discover my devices."" Use your voice to name your bulb and begin using immediately No …",smart_bulb:approved_identity_phrase_absent|smart_bulb:wrong_product:echo|smart_bulb:wrong_product:echo dot|smart_bulb:wrong_product:smart speaker|smart_plug:approved_identity_phrase_absent|smart_plug:identity_not_in_title_or_categories|smart_plug:wrong_product:echo|smart_plug:wrong_product:echo dot|smart_plug:wrong_product:smart speaker,approved_identity_phrase_absent|multi-type conflict|wrong_product,title|features,bulb,alexa|bluetooth|sengled|voice controlled,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,1288883bce12139941ef77faab4ff8a0698807df7677e829bbe1110e44e7de3a
recovery_candidate,B0BGPCPB85,smart_bulb,Electronics,Camera & Photo,"360 Degree Light Bulb Cam, Wireless Light Bulb Security Camera Wireless WiFi Light Bulb 1080P Light Socket Security Cameras Outdoor Home Security Smart Motion Detection",Electronics Camera & Photo Video Surveillance Surveillance Cameras Bullet Cameras,"categories: Electronics Camera & Photo Video Surveillance Surveillance Cameras Bullet Cameras | features: 1080P and Intelligent Night Vision:Light Bulb Security Camera Outdoor Wifi 1080P HD Bulb Security Camera Can provide a clear picture even at night,Intelligent Night Vision provides ordinary night vision and color night vision, You can use the APP to control the camera viewing angle to achieve 360 viewing without blind spots. Wireless & Easy Installation: This wifi light bulb security camera can be installed using a n… | description: Product Specifications: Features: Easy to Install It is very easy to install this E27 camera. Just screw the camera into the lamp holder, connect to the wifi",smart_bulb:wrong_product:camera|smart_bulb:wrong_product:cameras|smart_bulb:wrong_product:security camera|smart_plug:approved_identity_phrase_absent|smart_plug:wrong_product:camera|smart_plug:wrong_product:cameras|smart_plug:wrong_product:security camera,multi-type conflict|wrong_product,title|features|description,bulb|e27|light bulb,wi fi|wifi,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,12b53b5d4071f3a8c35ef90acdc5ef59f4778ec8a15eb599927b9c0f8b4d8f09
recovery_candidate,B07ZT93VJG,smart_bulb,Electronics,Camera & Photo,"Zmodo Torch 360 Smart Home Garden Door Light Wireless Camera, Outdoor Wide Angle, Motion Alert, Silver, without Infrared Night Vision",Electronics Security & Surveillance Home Security Systems,"categories: Electronics Security & Surveillance Home Security Systems | features: …oud recording plans allow you to save 24/7 video footage and create clips by editing captured video. Easy Installation - Install by replacing your existing bulb with Zmodo Torch. Follow the instructions in the Zmodo app to connect your device to your home's WiFi. Make sure the Torch 360 can fit in the location and housing you want to use! Torch 360 is a unique smart home product, and it is bigger (2.95'' x 6.46'') th… | details: Best Sellers Rank Home Security Systems 1573 Brand Zmodo Compatible Devices Tablet, Smartphone Connectivity Technology Wireless Date First Available October 30, 2019 Indoor/Outdoor Usa",smart_bulb:approved_identity_phrase_absent|smart_bulb:identity_not_in_title_or_categories|smart_bulb:wrong_product:camera,approved_identity_phrase_absent|identity_not_in_title_or_categories|wrong_product,title|features,bulb|light bulb,smart home|wi fi|wifi,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,12e0fb986e609572ef88488925ee1a6885f1d28685dbd470f68e90adcf6a860b
